"Binomial1","Binomial2","Binomial3","Binomial4","Binomial5"
"Ammospermophilus_leucurus","Ammospermophilus_leucurus","Ammospermophilus_leucurus","Ammospermophilus_insularis","Ammospermophilus_leucurus"
"Ammospermophilus_nelsoni","Ammospermophilus_nelsoni","Ammospermophilus_nelsoni","Ammospermophilus_nelsoni","Ammospermophilus_nelsoni"
"Ammotragus_lervia","Ammotragus_lervia","Ammotragus_lervia","Ammotragus_lervia","Ammotragus_lervia"
"Amorphochilus_schnablii","Amorphochilus_schnablii","Amorphochilus_schnablii","Amorphochilus_schnablii","Amorphochilus_schnablii"
"Amphinectomys_savamis","Amphinectomys_savamis","Amphinectomys_savamis","Amphinectomys_savamis","Amphinectomys_savamis"
"Anathana_ellioti","Anathana_ellioti","Anathana_ellioti","Anathana_ellioti","Anathana_ellioti"
"Andalgalomys_olrogi","Andalgalomys_olrogi","Andalgalomys_olrogi","Andalgalomys_roigi","Andalgalomys_olrogi"
"Andalgalomys_olrogi","Andalgalomys_olrogi","Andalgalomys_olrogi","Andalgalomys_olrogi","Andalgalomys_olrogi"
"Andalgalomys_pearsoni","Andalgalomys_pearsoni","Andalgalomys_pearsoni","Andalgalomys_pearsoni","Andalgalomys_pearsoni"
"Andinomys_edax","Andinomys_edax","Andinomys_edax","Andinomys_edax","Andinomys_edax"
"Anisomys_imitator","Anisomys_imitator","Anisomys_imitator","Anisomys_imitator","Anisomys_imitator"
"Anomalurus_beecrofti","Anomalurus_beecrofti","Anomalurus_beecrofti","Anomalurus_beecrofti","Anomalurus_beecrofti"
"Anomalurus_derbianus","Anomalurus_derbianus","Anomalurus_derbianus","Anomalurus_derbianus","Anomalurus_derbianus"
"Anomalurus_pelii","Anomalurus_pelii","Anomalurus_pelii","Anomalurus_pelii","Anomalurus_pelii"
"Anomalurus_pusillus","Anomalurus_pusillus","Anomalurus_pusillus","Anomalurus_pusillus","Anomalurus_pusillus"
"Anonymomys_mindorensis","Anonymomys_mindorensis","Anonymomys_mindorensis","Anonymomys_mindorensis","Anonymomys_mindorensis"
"Anotomys_leander","Anotomys_leander","Anotomys_leander","Anotomys_leander","Anotomys_leander"
"Anoura_caudifer","Anoura_caudifer","Anoura_caudifer","Anoura_caudifer","Anoura_caudifer"
"Anoura_cultrata","Anoura_cultrata","Anoura_cultrata","Anoura_cultrata","Anoura_cultrata"
"Anoura_fistulata","Anoura_fistulata","Anoura_fistulata","000 Species not accepted_000 Species not accepted","Anoura_fistulata"
"Anoura_geoffroyi","Anoura_geoffroyi","Anoura_geoffroyi","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura_latidens","Anoura_latidens","Anoura_latidens","Anoura_latidens","Anoura_latidens"
"Anoura_luismanueli","Anoura_luismanueli","Anoura_luismanueli","Anoura_luismanueli","Anoura_luismanueli"
"Anourosorex_assamensis","Anourosorex_assamensis","Anourosorex_assamensis","Anourosorex_assamensis","Anourosorex_assamensis"
"Anourosorex_schmidi","Anourosorex_schmidi","Anourosorex_schmidi","Anourosorex_schmidi","Anourosorex_schmidi"
"Anourosorex_squamipes","Anourosorex_squamipes","Anourosorex_squamipes","Anourosorex_squamipes","Anourosorex_squamipes"
"Anourosorex_yamashinai","Anourosorex_yamashinai","Anourosorex_yamashinai","Anourosorex_yamashinai","Anourosorex_yamashinai"
"Antechinomys_laniger","Antechinomys_laniger","Antechinomys_laniger","Antechinomys_laniger","Antechinomys_laniger"
"Antechinus_adustus","Antechinus_adustus","Antechinus_adustus","Antechinus_adustus","Antechinus_adustus"
"Antechinus_agilis","Antechinus_agilis","Antechinus_agilis","Antechinus_agilis","Antechinus_agilis"
"Antechinus_bellus","Antechinus_bellus","Antechinus_bellus","Antechinus_bellus","Antechinus_bellus"
"Antechinus_flavipes","Antechinus_flavipes","Antechinus_flavipes","Antechinus_flavipes","Antechinus_flavipes"
"Antechinus_godmani","Antechinus_godmani","Antechinus_godmani","Antechinus_godmani","Antechinus_godmani"
"Antechinus_leo","Antechinus_leo","Antechinus_leo","Antechinus_leo","Antechinus_leo"
"Antechinus_minimus","Antechinus_minimus","Antechinus_minimus","Antechinus_minimus","Antechinus_minimus"
"Antechinus_stuartii","Antechinus_stuartii","Antechinus_stuartii","Antechinus_stuartii","Antechinus_stuartii"
"Antechinus_subtropicus","Antechinus_subtropicus","Antechinus_subtropicus","Antechinus_subtropicus","Antechinus_subtropicus"
"Antechinus_swainsonii","Antechinus_swainsonii","Antechinus_swainsonii","Antechinus_swainsonii","Antechinus_swainsonii"
"Anthops_ornatus","Anthops_ornatus","Anthops_ornatus","Anthops_ornatus","Anthops_ornatus"
"Antidorcas_australis","Antidorcas_australis","Antidorcas_australis","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Antidorcas_bondi","Antidorcas_bondi","Antidorcas_bondi","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Antidorcas_marsupialis","Antidorcas_marsupialis","Antidorcas_marsupialis","Antidorcas_marsupialis","Antidorcas_marsupialis"
"Antifer_ultra","Antifer_ultra","Antifer_ultra","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Antillomys_rayi","Ekbletomys_hypenemus","Ekbletomys_hypenemus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Antillothrix_bernensis","Antillothrix_bernensis","Antillothrix_bernensis","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Antilocapra_americana","Antilocapra_americana","Antilocapra_americana","Antilocapra_americana","Antilocapra_americana"
"Antilope_cervicapra","Antilope_cervicapra","Antilope_cervicapra","Antilope_cervicapra","Antilope_cervicapra"
"Antrozous_pallidus","Antrozous_pallidus","Antrozous_pallidus","Antrozous_pallidus","Antrozous_pallidus"
"Aonyx_capensis","Aonyx_capensis","Aonyx_capensis","Aonyx_capensis","Aonyx_capensis"
"Aonyx_cinereus","Aonyx_cinereus","Aonyx_cinerea","Aonyx_cinerea","Aonyx_cinereus"
"Aonyx_congicus","Aonyx_congicus","Aonyx_congicus","000 Species not accepted_000 Species not accepted","Aonyx_congicus"
"Aotus_azarae","Aotus_azarae","Aotus_azarae","Aotus_azarae","Aotus_azarae"
"Aotus_brumbacki","Aotus_brumbacki","Aotus_brumbacki","000 Species not accepted_000 Species not accepted","Aotus_brumbacki"
"Aotus_griseimembra","Aotus_griseimembra","Aotus_griseimembra","000 Species not accepted_000 Species not accepted","Aotus_griseimembra"
"Aotus_jorgehernandezi","Aotus_jorgehernandezi","Aotus_jorgehernandezi","000 Species not accepted_000 Species not accepted","Aotus_jorgehernandezi"
"Aotus_lemurinus","Aotus_lemurinus","Aotus_lemurinus","Aotus_hershkovitzi","Aotus_lemurinus"
"Aotus_lemurinus","Aotus_lemurinus","Aotus_lemurinus","Aotus_lemurinus","Aotus_lemurinus"
"Aotus_miconax","Aotus_miconax","Aotus_miconax","Aotus_miconax","Aotus_miconax"
"Aotus_nancymaae","Aotus_nancymaae","Aotus_nancymaae","Aotus_nancymaae","Aotus_nancymaae"
"Aotus_nigriceps","Aotus_nigriceps","Aotus_nigriceps","Aotus_nigriceps","Aotus_nigriceps"
"Aotus_trivirgatus","Aotus_trivirgatus","Aotus_trivirgatus","Aotus_trivirgatus","Aotus_trivirgatus"
"Aotus_vociferans","Aotus_vociferans","Aotus_vociferans","Aotus_vociferans","Aotus_vociferans"
"Aotus_zonalis","Aotus_zonalis","Aotus_zonalis","000 Species not accepted_000 Species not accepted","Aotus_zonalis"
"Aplodontia_rufa","Aplodontia_rufa","Aplodontia_rufa","Aplodontia_rufa","Aplodontia_rufa"
"Apodemus_agrarius","Apodemus_agrarius","Apodemus_agrarius","Apodemus_agrarius","Apodemus_agrarius"
"Apodemus_alpicola","Apodemus_alpicola","Apodemus_alpicola","Apodemus_alpicola","Apodemus_alpicola"
"Apodemus_argenteus","Apodemus_argenteus","Apodemus_argenteus","Apodemus_argenteus","Apodemus_argenteus"
"Apodemus_avicennicus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Apodemus_avicennicus"
"Apodemus_chevrieri","Apodemus_chevrieri","Apodemus_chevrieri","Apodemus_chevrieri","Apodemus_chevrieri"
"Apodemus_draco","Apodemus_draco","Apodemus_draco","Apodemus_draco","Apodemus_draco"
"Apodemus_epimelas","Apodemus_epimelas","Apodemus_epimelas","Apodemus_epimelas","Apodemus_epimelas"
"Apodemus_flavicollis","Apodemus_flavicollis","Apodemus_flavicollis","Apodemus_flavicollis","Apodemus_flavicollis"
"Apodemus_gurkha","Apodemus_gurkha","Apodemus_gurkha","Apodemus_gurkha","Apodemus_gurkha"
"Apodemus_hyrcanicus","Apodemus_hyrcanicus","Apodemus_hyrcanicus","Apodemus_hyrcanicus","Apodemus_hyrcanicus"
"Apodemus_latronum","Apodemus_latronum","Apodemus_latronum","Apodemus_latronum","Apodemus_latronum"
"Apodemus_mystacinus","Apodemus_mystacinus","Apodemus_mystacinus","Apodemus_mystacinus","Apodemus_mystacinus"
"Apodemus_pallipes","Apodemus_pallipes","Apodemus_pallipes","Apodemus_pallipes","Apodemus_pallipes"
"Apodemus_peninsulae","Apodemus_peninsulae","Apodemus_peninsulae","Apodemus_peninsulae","Apodemus_peninsulae"
"Apodemus_ponticus","Apodemus_ponticus","Apodemus_ponticus","Apodemus_ponticus","Apodemus_ponticus"
"Apodemus_rusiges","Apodemus_rusiges","Apodemus_rusiges","Apodemus_rusiges","Apodemus_rusiges"
"Apodemus_semotus","Apodemus_semotus","Apodemus_semotus","Apodemus_semotus","Apodemus_semotus"
"Apodemus_speciosus","Apodemus_speciosus","Apodemus_speciosus","Apodemus_speciosus","Apodemus_speciosus"
"Apodemus_sylvaticus","Apodemus_sylvaticus","Apodemus_sylvaticus","Apodemus_sylvaticus","Apodemus_sylvaticus"
"Apodemus_uralensis","Apodemus_uralensis","Apodemus_uralensis","Apodemus_uralensis","Apodemus_uralensis"
"Apodemus_witherbyi","Apodemus_witherbyi","Apodemus_witherbyi","Apodemus_witherbyi","Apodemus_witherbyi"
"Apomys_abrae","Apomys_abrae","Apomys_abrae","Apomys_abrae","Apomys_abrae"
"Apomys_camiguinensis","Apomys_camiguinensis","Apomys_camiguinensis","000 Species not accepted_000 Species not accepted","Apomys_camiguinensis"
"Apomys_datae","Apomys_datae","Apomys_datae","Apomys_datae","Apomys_datae"
"Apomys_gracilirostris","Apomys_gracilirostris","Apomys_gracilirostris","Apomys_gracilirostris","Apomys_gracilirostris"
"Apomys_hylocetes","Apomys_hylocetes","Apomys_hylocetes","Apomys_hylocetes","Apomys_hylocetes"
"Apomys_insignis","Apomys_insignis","Apomys_insignis","Apomys_insignis","Apomys_insignis"
"Apomys_littoralis","Apomys_littoralis","Apomys_littoralis","Apomys_littoralis","Apomys_littoralis"
"Apomys_microdon","Apomys_microdon","Apomys_microdon","Apomys_microdon","Apomys_microdon"
"Apomys_musculus","Apomys_musculus","Apomys_musculus","Apomys_musculus","Apomys_musculus"
"Apomys_sacobianus","Apomys_sacobianus","Apomys_sacobianus","Apomys_sacobianus","Apomys_sacobianus"
"Aproteles_bulmerae","Aproteles_bulmerae","Aproteles_bulmerae","Aproteles_bulmerae","Aproteles_bulmerae"
"Arabitragus_jayakari","Arabitragus_jayakari","Arabitragus_jayakari","Hemitragus_jayakari","Arabitragus_jayakari"
"Arborimus_albipes","Arborimus_albipes","Arborimus_albipes","Arborimus_albipes","Arborimus_albipes"
"Arborimus_longicaudus","Arborimus_longicaudus","Arborimus_longicaudus","Arborimus_longicaudus","Arborimus_longicaudus"
"Arborimus_pomo","Arborimus_pomo","Arborimus_pomo","Arborimus_pomo","Arborimus_pomo"
"Archaeoindris_fontoynonti","Archaeoindris_fontoynonti","Archaeoindris_fontoynonti","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Archaeolemur_edwardsi","Archaeolemur_edwardsi","Archaeolemur_edwardsi","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Archaeolemur_majori","Archaeolemur_majori","Archaeolemur_majori","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Archboldomys_luzonensis","Archboldomys_luzonensis","Archboldomys_luzonensis","Archboldomys_luzonensis","Archboldomys_luzonensis"
"Arctictis_binturong","Arctictis_binturong","Arctictis_binturong","Arctictis_binturong","Arctictis_binturong"
"Arctocebus_aureus","Arctocebus_aureus","Arctocebus_aureus","Arctocebus_aureus","Arctocebus_aureus"
"Arctocebus_calabarensis","Arctocebus_calabarensis","Arctocebus_calabarensis","Arctocebus_calabarensis","Arctocebus_calabarensis"
"Arctocephalus_australis","Arctocephalus_australis","Arctocephalus_australis","Arctocephalus_australis","Arctocephalus_australis"
"Arctocephalus_forsteri","Arctocephalus_forsteri","Arctocephalus_forsteri","Arctocephalus_forsteri","Arctocephalus_forsteri"
"Arctocephalus_galapagoensis","Arctocephalus_galapagoensis","Arctocephalus_galapagoensis","Arctocephalus_galapagoensis","Arctocephalus_galapagoensis"
"Arctocephalus_gazella","Arctocephalus_gazella","Arctocephalus_gazella","Arctocephalus_gazella","Arctocephalus_gazella"
"Arctocephalus_philippii","Arctocephalus_philippii","Arctocephalus_philippii","Arctocephalus_philippii","Arctocephalus_philippii"
"Arctocephalus_pusillus","Arctocephalus_pusillus","Arctocephalus_pusillus","Arctocephalus_pusillus","Arctocephalus_pusillus"
"Arctocephalus_townsendi","Arctocephalus_townsendi","Arctocephalus_townsendi","Arctocephalus_townsendi","Arctocephalus_townsendi"
"Arctocephalus_tropicalis","Arctocephalus_tropicalis","Arctocephalus_tropicalis","Arctocephalus_tropicalis","Arctocephalus_tropicalis"
"Arctodus_simus","Arctodus_simus","Arctodus_simus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Arctogalidia_trivirgata","Arctogalidia_trivirgata","Arctogalidia_trivirgata","Arctogalidia_trivirgata","Arctogalidia_trivirgata"
"Arctonyx_albogularis","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Arctonyx_albogularis"
"Arctonyx_collaris","Arctonyx_collaris","Arctonyx_collaris","Arctonyx_collaris","Arctonyx_collaris"
"Arctonyx_hoevenii","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Arctonyx_hoevenii"
"Arctotherium_tarijense","Arctotherium_tarijense","Arctotherium_tarijense","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Arctotherium_wingei","Arctotherium_wingei","Arctotherium_wingei","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Ardops_nichollsi","Ardops_nichollsi","Ardops_nichollsi","Ardops_nichollsi","Ardops_nichollsi"
"Arielulus_aureocollaris","Arielulus_aureocollaris","Arielulus_aureocollaris","Arielulus_aureocollaris","Arielulus_aureocollaris"
"Arielulus_circumdatus","Arielulus_circumdatus","Arielulus_circumdatus","Arielulus_circumdatus","Arielulus_circumdatus"
"Arielulus_cuprosus","Arielulus_cuprosus","Arielulus_cuprosus","Arielulus_cuprosus","Arielulus_cuprosus"
"Arielulus_societatis","Arielulus_societatis","Arielulus_societatis","Arielulus_societatis","Arielulus_societatis"
"Arielulus_torquatus","Arielulus_torquatus","Arielulus_torquatus","Arielulus_torquatus","Arielulus_torquatus"
"Ariteus_flavescens","Ariteus_flavescens","Ariteus_flavescens","Ariteus_flavescens","Ariteus_flavescens"
"Artibeus_amplus","Artibeus_amplus","Artibeus_amplus","Artibeus_amplus","Artibeus_amplus"
"Artibeus_anthonyi","Artibeus_anthonyi","Artibeus_anthonyi","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Artibeus_concolor","Artibeus_concolor","Artibeus_concolor","Artibeus_concolor","Artibeus_concolor"
"Artibeus_fimbriatus","Artibeus_fimbriatus","Artibeus_fimbriatus","Artibeus_fimbriatus","Artibeus_fimbriatus"
"Artibeus_fraterculus","Artibeus_fraterculus","Artibeus_fraterculus","Artibeus_fraterculus","Artibeus_fraterculus"
"Artibeus_hirsutus","Artibeus_hirsutus","Artibeus_hirsutus","Artibeus_hirsutus","Artibeus_hirsutus"
"Artibeus_inopinatus","Artibeus_inopinatus","Artibeus_inopinatus","Artibeus_inopinatus","Artibeus_inopinatus"
"Artibeus_jamaicensis","Artibeus_jamaicensis","Artibeus_jamaicensis","Artibeus_jamaicensis","Artibeus_jamaicensis"
"Artibeus_lituratus","Artibeus_lituratus","Artibeus_lituratus","Artibeus_lituratus","Artibeus_lituratus"
"Artibeus_obscurus","Artibeus_obscurus","Artibeus_obscurus","Artibeus_obscurus","Artibeus_obscurus"
"Artibeus_planirostris","Artibeus_planirostris","Artibeus_planirostris","000 Species not accepted_000 Species not accepted","Artibeus_planirostris"
"Artibeus_schwartzi","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Artibeus_schwartzi"
"Arvicanthis_abyssinicus","Arvicanthis_abyssinicus","Arvicanthis_abyssinicus","Arvicanthis_abyssinicus","Arvicanthis_abyssinicus"
"Arvicanthis_ansorgei","Arvicanthis_ansorgei","Arvicanthis_ansorgei","Arvicanthis_ansorgei","Arvicanthis_ansorgei"
"Arvicanthis_blicki","Arvicanthis_blicki","Arvicanthis_blicki","Arvicanthis_blicki","Arvicanthis_blicki"
"Arvicanthis_nairobae","Arvicanthis_nairobae","Arvicanthis_nairobae","Arvicanthis_nairobae","Arvicanthis_nairobae"
"Arvicanthis_neumanni","Arvicanthis_neumanni","Arvicanthis_neumanni","Arvicanthis_neumanni","Arvicanthis_neumanni"
"Arvicanthis_niloticus","Arvicanthis_niloticus","Arvicanthis_niloticus","Arvicanthis_niloticus","Arvicanthis_niloticus"
"Arvicanthis_rufinus","Arvicanthis_rufinus","Arvicanthis_rufinus","Arvicanthis_rufinus","Arvicanthis_rufinus"
"Arvicola_amphibius","Arvicola_amphibius","Arvicola_amphibius","Arvicola_amphibius","Arvicola_amphibius"
"Arvicola_sapidus","Arvicola_sapidus","Arvicola_sapidus","Arvicola_sapidus","Arvicola_sapidus"
"Arvicola_scherman","Arvicola_scherman","Arvicola_scherman","Arvicola_scherman","Arvicola_scherman"
"Asellia_patrizii","Asellia_patrizii","Asellia_patrizii","Asellia_patrizii","Asellia_patrizii"
